Item_ID	Sentence	Determiner	Noun	Predicate	Subject	SubjectLength	SubjectParse
3261446:95	their way of looking at the exterior world, the means they used of recording their ideas about it, even their concept of what a painting was, all these things were different from anything that had gone before them.	these	things	different	all these things	3	(NP (PDT all) (DT these) (NNS things))
3261572:28	but during the early cubist period, when the pictures were unsigned and undated, and when the wealth of discovery and invention makes differences of months and even of weeks important, it is extremely difficult to establish an exact chronological sequence.	the	pictures	unsigned	the pictures	2	(NP (DT the) (NNS pictures))
3263049:4	the pearls were fat rice grains you wanted to bite.	the	pearls	fat	the pearls	2	(NP (DT The) (NNS pearls))
3263268:4	the nighties were big, ankle-length.	the	nighties	big	the nighties	2	(NP (DT The) (NNS nighties))
3267034:4	the legs were long and strong, like those of a runner, the shoulders wider than they had seemed when concealed.	the	legs	long	the legs	2	(NP (DT The) (NNS legs))
3268715:4	the eyes were dark already, not yet focused, but questing.	the	eyes	dark	the eyes	2	(NP (DT The) (NNS eyes))
3270598:4	the windows were blue against the lamp's gold.	the	windows	blue	the windows	2	(NP (DT The) (NNS windows))
3271339:24	on one wall, the north, the books were readable.	the	books	readable	the books	2	(NP (DT the) (NNS books))
3272416:65	the authority, and its schools, were able to draw on the skills of six experienced teachers; the institute and the students were able to use the local knowledge and pragmatic insights of the schools' staff and the advisory teacher.	the	students	able	the students	2	(NP (DT the) (NNS students))
3272828:8	although the teachers were aware of this" weapon" they had great difficulty in finding anything to attack it with.	the	teachers	aware	the teachers	2	(NP (DT the) (NNS teachers))
3274695:4	the curtains were bright with winter sunshine.	the	curtains	bright	the curtains	2	(NP (DT The) (NNS curtains))
3274751:25	people were smiling at one another; the shops were busy.	the	shops	busy	the shops	2	(NP (DT the) (NNS shops))
3276655:4	the images were more vivid tonight, perhaps because of the coldness which had developed between him and celia.	the	images	more	the images	2	(NP (DT The) (NNS images))
3277377:29	you never quite got away from guilt; the priests were right.	the	priests	right	the priests	2	(NP (DT the) (NNS priests))
3278515:4	the smiles were cautious, expecting rebuffs.	the	smiles	cautious	the smiles	2	(NP (DT The) (NNS smiles))
3278525:12	around them the trees were silent: the day was windless, and the birds weren't on speaking terms with one another.	the	trees	silent	the trees	2	(NP (DT the) (NNS trees))
3280226:67	haycocks iii met with a mixed response so that although there was a general welcome for the appearance of the document, virtually all respondents were unhappy with the nature and content of the paper as it stood.	all	respondents	unhappy	virtually all respondents	3	(NP (RB virtually) (DT all) (NNS respondents))
3280534:30	prior to world war i, infant mortality rates in the workhouses were more than double the rate for the entire population.	the	workhouses	more	the workhouses	2	(NP (DT the) (NNS workhouses))
3281024:147	some employers introduced" speed-up" for their factory hands, resulting in less work for homeworkers, while others gave the best paying work to their indoor hands and gave out only the inferior grades of work which required the most time spent on it to houses where the inspectors were unlikely to penetrate.	the	inspectors	unlikely	the inspectors	2	(NP (DT the) (NNS inspectors))
3281300:75	women might be trained to exercise her reason and imagination to help reduce the inequality, but darwin insisted that children of both sexes were more like adult women than men, and within an evolutionary doctrine, the implication was that women were less completely evolved.	both	sexes	more	both sexes	2	(NP (DT both) (NNS sexes))
3281720:70	he noted his mother's fluttering glances across at her daughters, and he winced, as the understanding pierced him that the men were oblivious to him.	the	men	oblivious	the men	2	(NP (DT the) (NNS men))
3283040:71	he almost stopped before he reached the end of the sentence, flicking his black eyes over the company to make sure no strangers were present to overhear, report, misrepresent his little blow against hierarchy.	no	strangers	present	no strangers	2	(NP (DT no) (NNS strangers))
3284339:5	these computers were smaller than the first-generation machines, were cheaper to run, and were much more reliable.	these	computers	smaller	these computers	2	(NP (DT These) (NNS computers))
3289790:36	rain told him she had heard nothing to suggest the police were suspicious about the provenance of the paintings.	the	police	suspicious	the police	2	(NP (DT the) (NNS police))
3293376:5	the shops were bad, but the factory was worse.	the	shops	bad	the shops	2	(NP (DT The) (NNS shops))
3293593:4	the boys were hot and thirsty.	the	boys	hot	the boys	2	(NP (DT The) (NNS boys))
3293836:15	spring came, and the trees were green again.	the	trees	green	the trees	2	(NP (DT the) (NNS trees))
3301729:4	the sketches were sensational, no doubt about that.	the	sketches	sensational	the sketches	2	(NP (DT The) (NNS sketches))
3305002:47	in a second condition, the target was a single letter --lrb- e.g. c --rrb- and the alternatives were single letters --lrb- e.g. c and j --rrb-.	the	alternatives	single	the alternatives	2	(NP (DT the) (NNS alternatives))
3305269:80	this modified technique, involving the measuring of reaction time to clicks, was used by holmes and forster --lrb- 1970 --rrb- who showed that subjects were able to detect the presence of a click more rapidly when it occurred at a major constituent boundary than when it did not.	that	subjects	able	that subjects	2	(NP (DT that) (NNS subjects))
3306033:4	both techniques were successful in manipulating the way in which the line drawing was described.	both	techniques	successful	both techniques	2	(NP (DT Both) (NNS techniques))
3308543:13	also, if the legs were stiff and locked, a low kick from the attacker might break the leg or the kneecap.	the	legs	stiff	the legs	2	(NP (DT the) (NNS legs))
3310236:85	this, following the house of lords decision in scottish insurance v. wilson& clyde coal co was, in effect, done by capital reductions even though the shares were irredeemable and quoted at above par, for the lords decided in that case and in prudential assurance v. chatterley-whitfield collieries in the same year, that the courts had to confirm the reductions since the preference shareholders were being treated in strict accordance with their class rights.	the	shares	irredeemable	the shares	2	(NP (DT the) (NNS shares))
3312085:44	the administration of the legal aid system should be reorganised to ensure that the systems were simple, that there were clear lines of responsibility and that one organisation had clear overall responsibility for the operation of legal aid and advice.	the	systems	simple	the systems	2	(NP (DT the) (NNS systems))
3312094:4	the proposals were startling.	the	proposals	startling	the proposals	2	(NP (DT The) (NNS proposals))
3316181:14	in chinatown, the streets were narrower, cluttered with produce stalls -- open even this late -- and mysterious tents.	the	streets	narrower	the streets	2	(NP (DT the) (NNS streets))
3316752:4	those women were disposable.	those	women	disposable	those women	2	(NP (DT Those) (NNS women))
3316786:16	and the crix said the sequels were worse.	the	sequels	worse	the sequels	2	(NP (DT the) (NNS sequels))
3317417:42	a row of dubious cafes with misspelled french names huddled together, while the streets were aswarm with vendors hawking bogus curios, limping sailors down on their luck, scuttling coolies with slit eyes and concealed daggers, and pop-eyed black zombies lurching on mysterious missions.	the	streets	aswarm	the streets	2	(NP (DT the) (NNS streets))
3319032:57	all blacks in the city were comical cowards, just like all stage doorkeepers were called pops, all orientals were mysterious, all blind dates beautiful.	all	orientals	mysterious	all orientals	2	(NP (DT all) (NNS orientals))
3319437:4	the sets were cheaper, the lighting flatter, the plot even more wildly improbable.	the	sets	cheaper	the sets	2	(NP (DT The) (NNS sets))
3326330:19	there was no evidence that the defendants were aware of the existence of those whom their conduct offended, although the court said that there was evidence from which the magistrates were entitled to infer that the appellants" must have known that other people would be likely to be present."	the	defendants	aware	the defendants	2	(NP (DT the) (NNS defendants))
3326490:77	where policemen were the only witnesses to what had occurred, there was most unlikely to be a breach of the peace, since the policemen were unlikely to engage in the use of unlawful violence.	the	policemen	unlikely	the policemen	2	(NP (DT the) (NNS policemen))
